Date,ROR,Index,Leverage,,Settle,1.1
20141027,0.0063,1512217.16,0.7,,1909397.17,
20141028,-0.0213,1480071.11,0.7,,1845486.92,
20141029,-0.0114,1463187.87,0.7,,1812426.34,
20141030,0.0193,1491359.61,0.7,,1867394.64,
20141031,0.0171,1516887.33,0.7,,1917574.2,
20141103,0.0301,1562472.31,0.7,,2008275.46,
20141104,0.0087,1576073.7,0.7,,2035731.46,
20141105,0.0063,1586021.99,0.7,,2055885.2,
20141106,0.0346,1640839.32,0.7,,2167666.62,
20141107,-0.0443,1568164.71,0.7,,2016766.05,
20141110,-0.0043,1561439,0.7,,2003138.48,
20141111,-0.0138,1539939.49,0.7,,1959698.99,
20141112,-0.0048,1532537.5,0.7,,1944917.26,
20141113,0.0188,1561299.61,0.7,,2002375.67,
20141114,-0.0332,1509510.45,0.7,,1897908.87,
20141117,0,1509487.13,0.7,,1897908.87,
20141118,-0.0016,1507146.41,0.7,,1893136.99,
20141119,0.0086,1520145.91,0.7,,1918721.38,
20141120,-0.009,1506453.89,0.7,,1891585.18,
20141121,-0.0182,1479058.88,0.7,,1837485.84,
20141124,0.0154,1501850.75,0.7,,1881953,
20141125,0.0158,1525606.98,0.7,,1928679.2,
20141126,0.0039,1531533.13,0.7,,1940499.25,
20141127,0,1531533.13,0.7,,1940499.25,
20141128,0.0844,1660857.83,0.7,,2197864.9,
20141201,-0.0483,1580563.54,0.7,,2031046.95,
20141202,0.0179,1608923.66,0.7,,2088177.4,
20141203,0.006,1618599.87,0.7,,2107865.93,
20141204,-0.0218,1583369.48,0.7,,2035656.47,
20141205,0.0224,1618809.79,0.7,,2107311.57,
20141208,0.016,1644664.97,0.7,,2160295.41,
20141209,-0.0368,1584208.94,0.7,,2035368.61,
20141210,0.0261,1625566.17,0.7,,2118847.8,
20141211,-0.0021,1622139.43,0.7,,2111855.6,
20141212,0.0083,1635610.41,0.7,,2139400.23,
20141215,0.0315,1687123.96,0.7,,2245300.54,
20141216,0.0126,1708460.42,0.7,,2289757.49,
20141217,-0.008,1694812.62,0.7,,2260971.97,
20141218,0.0005,1695739.88,0.7,,2262748.45,
20141219,-0.016,1668650.64,0.7,,2205856.49,
20141222,0.0153,1694256.82,0.7,,2258891.58,
20141223,-0.008,1680649.69,0.7,,2230494.09,
20141224,0.0109,1699052.56,0.7,,2268699.26,
20141225,0,1699052.56,0.7,,2268699.26,
20141226,0.0183,1730157.26,0.7,,2333940.57,
20141229,0.0034,1736006.94,0.7,,2346410.48,
20141230,-0.0179,1704885.78,0.7,,2280409.31,
20141231,0.0187,1736784.51,0.7,,2347420.77,
20150101,0,1736784.51,0.7,,2347420.77,
20150102,0.0234,1777399.98,0.7,,2433738.78,
20150105,0.0274,1826176.55,0.7,,2538528.62,
20150106,0.0026,1830887.35,0.7,,2548900.32,
20150107,0.0034,1837038.85,0.7,,2562518.73,
20150108,-0.0097,1819184.62,0.7,,2523458.62,
20150109,0.0075,1832777.05,0.7,,2553199.39,
20150112,0.0234,1875641,0.7,,2647084.18,
20150113,0.0304,1932743.71,0.7,,2773539.17,
20150114,0.0488,2027114.47,0.7,,2986230,
20150115,-0.0094,2008152.79,0.7,,2942119.12,
20150116,-0.0136,1980925.57,0.7,,2879241.83,
20150119,0,1980925.57,0.7,,2879241.83,
20150120,0.0219,2024351.07,0.7,,2978328.88,
20150121,-0.0057,2012801,0.7,,2951651.56,
20150122,0.0116,2036193.12,0.7,,3005455.95,
