Date,security,holdings,cash,total,returns
2016-03-04,,0.0,186582.69999999995,186582.69999999995,0.0
2016-03-07,,0.0,186582.69999999995,186582.69999999995,0.0
2016-03-08,,0.0,186582.69999999995,186582.69999999995,0.0
2016-03-09,,0.0,186582.69999999995,186582.69999999995,0.0
2016-03-10,,0.0,186582.69999999995,186582.69999999995,0.0
2016-03-11,,0.0,186582.69999999995,186582.69999999995,0.0
2016-03-14,,0.0,186582.69999999995,186582.69999999995,0.0
2016-03-15,,0.0,186582.69999999995,186582.69999999995,0.0
2016-03-16,,0.0,186582.69999999995,186582.69999999995,0.0
2016-03-17,56880.6,56880.6,72821.49999999996,129702.09999999995,-0.3048546301452386
2016-03-18,,0.0,72821.49999999996,72821.49999999996,-0.4385480265932472
2016-03-21,,0.0,72821.49999999996,72821.49999999996,0.0
2016-03-22,,0.0,72821.49999999996,72821.49999999996,0.0
2016-03-23,-57638.399999999994,-57638.399999999994,188098.29999999993,130459.89999999994,0.7915025095610502
2016-03-24,,0.0,188098.29999999993,188098.29999999993,0.44180932225151204
2016-03-28,,0.0,188098.29999999993,188098.29999999993,0.0
2016-03-29,,0.0,188098.29999999993,188098.29999999993,0.0
2016-03-30,,0.0,188098.29999999993,188098.29999999993,0.0
2016-03-31,,0.0,188098.29999999993,188098.29999999993,0.0
2016-04-01,,0.0,188098.29999999993,188098.29999999993,0.0
2016-04-04,,0.0,188098.29999999993,188098.29999999993,0.0
2016-04-05,,0.0,188098.29999999993,188098.29999999993,0.0
2016-04-06,,0.0,188098.29999999993,188098.29999999993,0.0
2016-04-07,,0.0,188098.29999999993,188098.29999999993,0.0
2016-04-08,,0.0,188098.29999999993,188098.29999999993,0.0
2016-04-11,,0.0,188098.29999999993,188098.29999999993,0.0
2016-04-12,,0.0,188098.29999999993,188098.29999999993,0.0
2016-04-13,,0.0,188098.29999999993,188098.29999999993,0.0
2016-04-14,,0.0,188098.29999999993,188098.29999999993,0.0
2016-04-15,,0.0,188098.29999999993,188098.29999999993,0.0
2016-04-18,,0.0,188098.29999999993,188098.29999999993,0.0
2016-04-19,,0.0,188098.29999999993,188098.29999999993,0.0
2016-04-20,,0.0,188098.29999999993,188098.29999999993,0.0
2016-04-21,,0.0,188098.29999999993,188098.29999999993,0.0
2016-04-22,,0.0,188098.29999999993,188098.29999999993,0.0
2016-04-25,,0.0,188098.29999999993,188098.29999999993,0.0
2016-04-26,,0.0,188098.29999999993,188098.29999999993,0.0
2016-04-27,,0.0,188098.29999999993,188098.29999999993,0.0
2016-04-28,56236.200000000004,56236.200000000004,75625.89999999994,131862.09999999995,-0.29897239900626427
2016-04-29,,0.0,75625.89999999994,75625.89999999994,-0.42647735778514095
2016-05-02,,0.0,75625.89999999994,75625.89999999994,0.0
2016-05-03,,0.0,75625.89999999994,75625.89999999994,0.0
2016-05-04,,0.0,75625.89999999994,75625.89999999994,0.0
2016-05-05,,0.0,75625.89999999994,75625.89999999994,0.0
2016-05-06,,0.0,75625.89999999994,75625.89999999994,0.0
2016-05-09,-56469.0,-56469.0,188563.89999999994,132094.89999999994,0.7466886344493098
2016-05-10,,0.0,188563.89999999994,188563.89999999994,0.4274881164980633
2016-05-11,,0.0,188563.89999999994,188563.89999999994,0.0
2016-05-12,,0.0,188563.89999999994,188563.89999999994,0.0
2016-05-13,,0.0,188563.89999999994,188563.89999999994,0.0
2016-05-16,,0.0,188563.89999999994,188563.89999999994,0.0
2016-05-17,,0.0,188563.89999999994,188563.89999999994,0.0
2016-05-18,,0.0,188563.89999999994,188563.89999999994,0.0
2016-05-19,,0.0,188563.89999999994,188563.89999999994,0.0
2016-05-20,,0.0,188563.89999999994,188563.89999999994,0.0
2016-05-23,,0.0,188563.89999999994,188563.89999999994,0.0
2016-05-24,,0.0,188563.89999999994,188563.89999999994,0.0
2016-05-25,,0.0,188563.89999999994,188563.89999999994,0.0
2016-05-26,,0.0,188563.89999999994,188563.89999999994,0.0
2016-05-27,,0.0,188563.89999999994,188563.89999999994,0.0
2016-05-30,,0.0,188563.89999999994,188563.89999999994,0.0
2016-05-31,,0.0,188563.89999999994,188563.89999999994,0.0
2016-06-01,,0.0,188563.89999999994,188563.89999999994,0.0
2016-06-02,,0.0,188563.89999999994,188563.89999999994,0.0
2016-06-03,,0.0,188563.89999999994,188563.89999999994,0.0
2016-06-06,,0.0,188563.89999999994,188563.89999999994,0.0
2016-06-07,,0.0,188563.89999999994,188563.89999999994,0.0
2016-06-08,,0.0,188563.89999999994,188563.89999999994,0.0
2016-06-09,,0.0,188563.89999999994,188563.89999999994,0.0
2016-06-10,,0.0,188563.89999999994,188563.89999999994,0.0
2016-06-13,,0.0,188563.89999999994,188563.89999999994,0.0
2016-06-14,,0.0,188563.89999999994,188563.89999999994,0.0
2016-06-15,,0.0,188563.89999999994,188563.89999999994,0.0
2016-06-16,,0.0,188563.89999999994,188563.89999999994,0.0
2016-06-17,,0.0,188563.89999999994,188563.89999999994,0.0
2016-06-20,,0.0,188563.89999999994,188563.89999999994,0.0
2016-06-21,,0.0,188563.89999999994,188563.89999999994,0.0
2016-06-22,,0.0,188563.89999999994,188563.89999999994,0.0
2016-06-23,,0.0,188563.89999999994,188563.89999999994,0.0
2016-06-24,,0.0,188563.89999999994,188563.89999999994,0.0
2016-06-27,29010.9,29010.9,101531.19999999994,130542.09999999995,-0.30770364847142007
2016-06-28,,0.0,101531.19999999994,101531.19999999994,-0.2222340532288053
2016-06-29,,0.0,101531.19999999994,101531.19999999994,0.0
2016-06-30,,0.0,101531.19999999994,101531.19999999994,0.0
2016-07-01,-28714.2,-28714.2,158959.59999999995,130245.39999999995,0.282811588949998
2016-07-04,,0.0,158959.59999999995,158959.59999999995,0.22046229655711458
2016-07-05,,0.0,158959.59999999995,158959.59999999995,0.0
2016-07-06,,0.0,158959.59999999995,158959.59999999995,0.0
2016-07-07,,0.0,158959.59999999995,158959.59999999995,0.0
2016-07-08,,0.0,158959.59999999995,158959.59999999995,0.0
2016-07-11,,0.0,158959.59999999995,158959.59999999995,0.0
2016-07-12,,0.0,158959.59999999995,158959.59999999995,0.0
2016-07-13,,0.0,158959.59999999995,158959.59999999995,0.0
2016-07-14,,0.0,158959.59999999995,158959.59999999995,0.0
2016-07-15,,0.0,158959.59999999995,158959.59999999995,0.0
2016-07-18,,0.0,158959.59999999995,158959.59999999995,0.0
2016-07-19,,0.0,158959.59999999995,158959.59999999995,0.0
2016-07-20,,0.0,158959.59999999995,158959.59999999995,0.0
2016-07-21,,0.0,158959.59999999995,158959.59999999995,0.0
2016-07-22,,0.0,158959.59999999995,158959.59999999995,0.0
2016-07-25,,0.0,158959.59999999995,158959.59999999995,0.0
2016-07-26,,0.0,158959.59999999995,158959.59999999995,0.0
2016-07-27,,0.0,158959.59999999995,158959.59999999995,0.0
2016-07-28,,0.0,158959.59999999995,158959.59999999995,0.0
2016-07-29,57294.6,57294.6,73017.69999999995,130312.29999999996,-0.18021748922367697
2016-08-01,,0.0,73017.69999999995,73017.69999999995,-0.43967146616244224
2016-08-02,,0.0,73017.69999999995,73017.69999999995,0.0
2016-08-03,,0.0,73017.69999999995,73017.69999999995,0.0
2016-08-04,,0.0,73017.69999999995,73017.69999999995,0.0
2016-08-05,,0.0,73017.69999999995,73017.69999999995,0.0
2016-08-08,,0.0,73017.69999999995,73017.69999999995,0.0
2016-08-09,,0.0,73017.69999999995,73017.69999999995,0.0
2016-08-10,,0.0,73017.69999999995,73017.69999999995,0.0
2016-08-11,,0.0,73017.69999999995,73017.69999999995,0.0
2016-08-12,,0.0,73017.69999999995,73017.69999999995,0.0
2016-08-15,,0.0,73017.69999999995,73017.69999999995,0.0
2016-08-16,,0.0,73017.69999999995,73017.69999999995,0.0
2016-08-17,,0.0,73017.69999999995,73017.69999999995,0.0
2016-08-18,,0.0,73017.69999999995,73017.69999999995,0.0
2016-08-19,,0.0,73017.69999999995,73017.69999999995,0.0
2016-08-22,,0.0,73017.69999999995,73017.69999999995,0.0
2016-08-23,,0.0,73017.69999999995,73017.69999999995,0.0
2016-08-24,,0.0,73017.69999999995,73017.69999999995,0.0
2016-08-25,,0.0,73017.69999999995,73017.69999999995,0.0
2016-08-26,-57325.200000000004,-57325.200000000004,187668.09999999995,130342.89999999994,0.7850863557740113
2016-08-29,,0.0,187668.09999999995,187668.09999999995,0.43980301190168425
2016-08-30,,0.0,187668.09999999995,187668.09999999995,0.0
2016-08-31,,0.0,187668.09999999995,187668.09999999995,0.0
2016-09-01,,0.0,187668.09999999995,187668.09999999995,0.0
2016-09-02,,0.0,187668.09999999995,187668.09999999995,0.0
2016-09-05,,0.0,187668.09999999995,187668.09999999995,0.0
